Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team
33,0,Bradley Rupp,0,0,0,0,0,0,0,0,M2 Lindenwood University
0,21,Connor Rosaasen,28,15,35,50,1,4,45,2,M2 Marian University
1,18,Bryton Tomko,29,23,24,47,5,1,36,8,M2 Marian University
2,5,Connor Martin,25,18,21,39,4,0,27,4,M2 Marian University
3,16,Brandon Mills,28,17,16,33,5,0,45,1,M2 Marian University
4,8,Tyren Boots,27,11,20,31,2,1,98,1,M2 Marian University
5,7,Tucker Kruse,29,8,19,27,2,0,8,2,M2 Marian University
6,22,Paul Kinder,19,10,16,26,3,0,18,1,M2 Marian University
7,28,Colby Sherlock,26,10,15,25,0,1,42,1,M2 Marian University
8,19,Karl Lavoie,25,9,14,23,0,0,20,2,M2 Marian University
9,23,Miles Giorgione,29,10,9,19,3,1,63,1,M2 Marian University
10,15,Daniel Liberko,29,9,9,18,0,1,0,1,M2 Marian University
11,11,Lucas Brown,21,7,11,18,2,0,2,0,M2 Marian University
12,17,Sheamus Stoyle,28,6,8,14,0,0,8,0,M2 Marian University
13,9,Zachary Wilson,29,5,8,13,2,0,42,0,M2 Marian University
14,4,Evan Erdmann,23,3,7,10,0,0,8,2,M2 Marian University
15,24,Jarod Lang,29,2,7,9,0,0,2,0,M2 Marian University
16,25,Alex Lindeman,18,2,1,3,0,0,2,0,M2 Marian University
17,10,Brendan Zier,14,0,1,1,0,0,4,0,M2 Marian University
18,27,Kevin Chin,9,0,1,1,0,0,0,0,M2 Marian University
19,1,Justin Davidson,20,0,0,0,0,0,0,0,M2 Marian University
20,3,Tony Stancer,14,0,0,0,0,0,4,0,M2 Marian University
21,48,Ryan Boose,14,0,0,0,0,0,4,0,M2 Marian University
22,33,Jake Grabarek,2,0,0,0,0,0,0,0,M2 Marian University
23,6,Michael Cosenza,7,0,0,0,0,0,0,0,M2 Marian University
24,30,William Mccreight,6,0,0,0,0,0,0,0,M2 Marian University
25,31,Jonathan Bateman,4,0,0,0,0,0,0,0,M2 Marian University
26,2,William Newberry,3,0,0,0,0,0,0,0,M2 Marian University
27,0,Kevin Chin,0,0,0,0,0,0,0,0,M2 Marian University
28,35,Alex Kruger,0,0,0,0,0,0,0,0,M2 Marian University
0,8,Patrick Sweeney,26,22,20,42,5,0,12,2,M2 Marquette University
1,9,Thomas Bresingham,22,6,17,23,0,0,10,1,M2 Marquette University
2,22,Nathan Farias,25,11,11,22,1,0,16,2,M2 Marquette University
3,19,Trevor White,18,12,7,19,3,0,2,2,M2 Marquette University
4,4,Ethan Stoudt,26,5,12,17,0,1,22,2,M2 Marquette University
5,5,Christopher Deneweth,25,6,6,12,2,0,6,0,M2 Marquette University
6,2,Michael Helm,26,4,8,12,0,0,2,0,M2 Marquette University
7,13,Gunnar Leary,10,4,7,11,1,0,6,0,M2 Marquette University
8,15,RJ Deneweth,26,7,3,10,0,0,36,0,M2 Marquette University
9,20,Adam Romanski,24,5,4,9,0,0,15,0,M2 Marquette University
10,7,Robert Cowan,25,4,5,9,0,0,24,1,M2 Marquette University
11,17,Justin Klatt,24,3,6,9,0,0,64,1,M2 Marquette University
12,3,Andrew Nasr,25,2,6,8,0,0,36,0,M2 Marquette University
13,18,Henry Hodkiewicz,26,5,2,7,0,0,10,1,M2 Marquette University
14,14,Zachary Bishop,24,1,5,6,0,0,14,0,M2 Marquette University
15,26,Jake Walker,26,3,2,5,0,0,8,0,M2 Marquette University
16,46,David Trainor,22,0,5,5,0,0,18,0,M2 Marquette University
17,11,Nicholas Zerafa,24,1,3,4,0,0,2,0,M2 Marquette University
18,24,Brendan Mahoney,26,0,4,4,0,0,6,0,M2 Marquette University
19,25,Andrew Cassidy,18,3,0,3,0,0,12,0,M2 Marquette University
20,21,Vadym Scherba,24,1,2,3,0,0,4,0,M2 Marquette University
21,35,Matthew Choate,10,0,1,1,0,0,0,0,M2 Marquette University
22,33,Jimmy Bertane,20,0,0,0,0,0,0,0,M2 Marquette University
23,59,Sam Jablonsky,3,0,0,0,0,0,0,0,M2 Marquette University
0,19,Matthew Simoncelli,27,8,17,25,1,1,100,1,M2 Maryville University
1,21,Joey Sabatino,26,10,9,19,3,1,91,0,M2 Maryville University
2,16,Matthew Birkemeier,28,9,8,17,3,1,123,0,M2 Maryville University
3,15,Sasha Golovko,27,7,10,17,1,0,20,0,M2 Maryville University
4,11,Alex Koeller,24,8,6,14,0,0,51,0,M2 Maryville University
5,7,Hunter Feagins,27,4,4,8,2,0,51,0,M2 Maryville University
6,6,Conner Gent,28,2,6,8,1,0,40,0,M2 Maryville University
7,8,Ethan Chadwell,20,2,6,8,0,1,0,0,M2 Maryville University
8,4,Jake Hanebrink,9,2,6,8,0,0,12,0,M2 Maryville University
9,22,Trevor Henson,9,3,4,7,0,0,13,1,M2 Maryville University
10,24,Anthony Picciano,22,2,4,6,1,0,22,0,M2 Maryville University
11,9,Dylan Goulet,22,2,3,5,0,0,59,1,M2 Maryville University
12,12,Christian Issa,26,3,1,4,0,0,2,0,M2 Maryville University
13,22,Sean McLean,7,3,1,4,0,0,0,1,M2 Maryville University
14,4,Michael Deelo,18,1,3,4,1,0,6,0,M2 Maryville University
15,2,Brendan Rainbolt,28,1,2,3,0,0,12,0,M2 Maryville University
16,13,Sam Matus,19,1,1,2,0,0,14,0,M2 Maryville University
17,25,Christian Marion,21,0,1,1,0,0,96,0,M2 Maryville University
18,1,Max Gaudet,11,0,0,0,0,0,0,0,M2 Maryville University
19,31,Hampus Blomdahl,11,0,0,0,0,0,0,0,M2 Maryville University
20,35,Scout Stalcup,11,0,0,0,0,0,0,0,M2 Maryville University
21,0,Carson Zadina,6,0,0,0,0,0,2,0,M2 Maryville University
0,9,Derek Northrop,19,11,11,22,4,0,6,0,M2 McKendree University
1,14,Christian Blandina,19,7,8,15,0,1,40,1,M2 McKendree University
2,7,Garrett Poole,19,6,6,12,3,0,26,0,M2 McKendree University
3,17,Riley Brown,13,1,10,11,1,0,6,0,M2 McKendree University
4,23,Nicholas Nelson,19,7,3,10,2,0,24,1,M2 McKendree University
5,15,Cayden Brilley,17,6,4,10,1,2,2,0,M2 McKendree University
6,94,Dalton Wolfe,18,2,2,4,1,0,4,0,M2 McKendree University
7,18,Dmytro Golovko,17,2,1,3,0,0,2,0,M2 McKendree University
8,0,Anthony Grasso,17,0,3,3,0,0,16,0,M2 McKendree University
9,21,Nathan Gaterman,19,2,0,2,0,0,12,0,M2 McKendree University
10,24,Garrett Hagarty,11,1,0,1,0,0,0,1,M2 McKendree University
11,70,Christopher Noble,3,1,0,1,0,0,12,0,M2 McKendree University
12,0,Trevor Rieck,17,0,1,1,0,0,38,0,M2 McKendree University
13,30,Joseph Bernardini,4,0,1,1,0,0,2,0,M2 McKendree University
14,55,Nicholas Gay,19,0,0,0,0,0,66,0,M2 McKendree University
15,0,Dalton Kress,10,0,0,0,0,0,2,0,M2 McKendree University
16,32,Mason Young,9,0,0,0,0,0,0,0,M2 McKendree University
17,1,Adam Siek,7,0,0,0,0,0,5,0,M2 McKendree University
18,49,Blakely Robinson,7,0,0,0,0,0,0,0,M2 McKendree University
19,13,Logan Hulst,6,0,0,0,0,0,2,0,M2 McKendree University
20,31,Jayson Headen,0,0,0,0,0,0,0,0,M2 McKendree University
0,88,Jason Petras,21,11,15,26,2,0,12,1,M2 Michigan State University
1,10,Alexander Barnes,22,7,7,14,1,0,20,4,M2 Michigan State University
2,9,Benjamin Burns,22,7,6,13,3,0,45,0,M2 Michigan State University
3,27,Blaise Johnson,22,3,10,13,1,0,2,0,M2 Michigan State University
4,17,Jack Tobiczyk,13,7,5,12,3,0,20,0,M2 Michigan State University
5,5,Lachlan Sawall,23,7,4,11,3,0,34,0,M2 Michigan State University
6,44,Joseph Majoros,22,4,6,10,1,0,0,1,M2 Michigan State University
7,19,Brian Burns,22,2,7,9,0,0,27,0,M2 Michigan State University
8,81,Jeremy Anthos,16,2,7,9,0,0,8,0,M2 Michigan State University
9,14,Nicholas Zervos,11,5,3,8,2,0,17,0,M2 Michigan State University
10,8,Coleman Peppelman,20,2,4,6,0,0,12,0,M2 Michigan State University
11,87,John Zielinski,20,1,5,6,0,0,8,0,M2 Michigan State University
12,1,Maxwell Quertermus,9,0,6,6,0,0,10,0,M2 Michigan State University
13,13,Tyler Lee,19,4,1,5,0,0,10,0,M2 Michigan State University
14,24,Andrew Rosa,16,1,4,5,1,0,24,0,M2 Michigan State University
15,4,Jack Kotas,14,1,4,5,0,0,6,0,M2 Michigan State University
16,91,Torrey Schwartz,19,4,0,4,2,0,2,0,M2 Michigan State University
17,21,Noah Kendra,22,1,3,4,0,1,4,0,M2 Michigan State University
18,15,Joe Pierce,12,1,3,4,0,0,12,0,M2 Michigan State University
19,11,Conner Graham,20,0,3,3,0,0,12,0,M2 Michigan State University
20,22,Jacob Stallings,23,1,1,2,0,0,6,0,M2 Michigan State University
21,23,Brad Kolinski,19,0,2,2,0,0,4,0,M2 Michigan State University
22,7,Ryan Boyd,16,1,0,1,0,0,4,0,M2 Michigan State University
23,12,Zachary Sexton,23,0,1,1,0,0,23,0,M2 Michigan State University
24,30,Patrick Hoedeman,9,0,1,1,0,0,2,0,M2 Michigan State University
25,29,Lucas Chapel,8,0,0,0,0,0,0,0,M2 Michigan State University
26,31,Nick Smith,1,0,0,0,0,0,0,0,M2 Michigan State University
27,37,Charley Pettys,0,0,0,0,0,0,0,0,M2 Michigan State University
0,13,Kyle Callaway,17,12,5,17,0,0,27,2,M2 Michigan Tech University
1,69,Mikey Thoresen,13,6,9,15,1,0,0,0,M2 Michigan Tech University
2,24,Nathan Bondi,17,2,7,9,0,0,12,0,M2 Michigan Tech University
3,5,Jared Harper,17,6,2,8,0,0,4,0,M2 Michigan Tech University
4,21,Dylan Boberg,17,4,4,8,2,1,14,0,M2 Michigan Tech University
5,68,Patrick Auz,16,1,5,6,0,0,16,0,M2 Michigan Tech University
6,3,Jonah Jarczewski,10,0,6,6,0,0,4,0,M2 Michigan Tech University
7,18,Austin Mahoney,16,2,3,5,0,0,53,0,M2 Michigan Tech University
8,4,Jacob Bondi,17,0,5,5,0,0,20,0,M2 Michigan Tech University
9,22,Justin Moyle,5,2,1,3,1,0,0,0,M2 Michigan Tech University
10,15,Nathan Blumberg,15,1,2,3,0,0,6,1,M2 Michigan Tech University
11,10,Elijah Tormala,2,1,2,3,0,0,0,0,M2 Michigan Tech University
12,34,Matthew Tracey,4,0,2,2,0,0,0,0,M2 Michigan Tech University
13,77,Cael Hansen,11,1,0,1,0,1,2,0,M2 Michigan Tech University
14,19,Zach Smith,13,0,1,1,0,0,12,0,M2 Michigan Tech University
15,16,Juergen Steupert,8,0,1,1,0,0,17,0,M2 Michigan Tech University
16,34,Aydin Frost,6,0,1,1,0,0,2,0,M2 Michigan Tech University
17,77,Garrett Kraut,2,0,1,1,0,0,0,0,M2 Michigan Tech University
18,88,Kade Nielsen,17,0,0,0,0,0,4,0,M2 Michigan Tech University
19,1,Drew Eaton,10,0,0,0,0,0,0,0,M2 Michigan Tech University
20,35,Kyle Archambeau,7,0,0,0,0,0,0,0,M2 Michigan Tech University
21,51,Isaiah Bathrick,4,0,0,0,0,0,8,0,M2 Michigan Tech University
22,22,Harrison Mills,3,0,0,0,0,0,0,0,M2 Michigan Tech University
23,20,Wyatt Conrow,2,0,0,0,0,0,0,0,M2 Michigan Tech University
24,30,Soren Higgins,1,0,0,0,0,0,2,0,M2 Michigan Tech University
0,7,Pierson Pass,17,27,17,44,0,4,8,1,M2 Minnesota State Univ - Mankato
1,13,Vasiliy Zhizenkov,18,11,20,31,1,0,6,1,M2 Minnesota State Univ - Mankato
2,11,Ryan Streetar,17,7,12,19,1,0,8,1,M2 Minnesota State Univ - Mankato
3,17,Cam Blue,18,6,11,17,0,1,8,0,M2 Minnesota State Univ - Mankato
4,10,Jacob Hartzell,21,5,11,16,0,0,10,0,M2 Minnesota State Univ - Mankato
5,12,Tim Kuivinen,14,7,8,15,0,0,8,1,M2 Minnesota State Univ - Mankato
6,25,Austin Krebsbach,16,5,10,15,1,0,4,1,M2 Minnesota State Univ - Mankato
7,23,Austin Cunnien,16,6,8,14,1,0,37,2,M2 Minnesota State Univ - Mankato
8,22,Ryan Coyle,15,9,4,13,0,0,19,0,M2 Minnesota State Univ - Mankato
9,27,Nate Ackerman,18,4,8,12,0,0,42,0,M2 Minnesota State Univ - Mankato
10,24,John Suess,16,3,7,10,1,0,10,0,M2 Minnesota State Univ - Mankato
11,19,Ken Baublitz,17,2,5,7,0,0,10,0,M2 Minnesota State Univ - Mankato
12,4,Dawsyn Deutz,20,4,2,6,0,0,0,1,M2 Minnesota State Univ - Mankato
13,16,Tyler Sweeney,16,3,2,5,0,0,41,0,M2 Minnesota State Univ - Mankato
14,14,Andy Henderson,18,2,3,5,0,0,4,0,M2 Minnesota State Univ - Mankato
15,8,Christian Harkins,14,1,3,4,0,0,26,0,M2 Minnesota State Univ - Mankato
16,15,Bryce Simon,8,0,4,4,0,0,10,0,M2 Minnesota State Univ - Mankato
17,5,Tanner Dahle,16,1,2,3,0,0,0,0,M2 Minnesota State Univ - Mankato
18,21,Ben Mains,17,0,2,2,0,0,20,0,M2 Minnesota State Univ - Mankato
19,26,Will Beake,7,1,0,1,0,0,0,0,M2 Minnesota State Univ - Mankato
20,6,Alex Rozhansky,2,1,0,1,0,0,0,0,M2 Minnesota State Univ - Mankato
21,29,Danny Long,12,0,0,0,0,0,2,0,M2 Minnesota State Univ - Mankato
22,34,Waldemar Sunden,8,0,0,0,0,0,0,0,M2 Minnesota State Univ - Mankato
23,15,Dylan Reynolds,6,0,0,0,0,0,8,0,M2 Minnesota State Univ - Mankato
24,11,Tyler Foytik,5,0,0,0,0,0,2,0,M2 Minnesota State Univ - Mankato
25,28,Jace Trachsel,4,0,0,0,0,0,0,0,M2 Minnesota State Univ - Mankato
26,28,Sam Overgaard,2,0,0,0,0,0,0,0,M2 Minnesota State Univ - Mankato
27,39,Trevor Rowe,2,0,0,0,0,0,0,0,M2 Minnesota State Univ - Mankato
0,0,Sam Ariasola,0,0,0,0,0,0,0,0,M2 Minnesota State Univ - Moorhead
1,0,Dalten Baus,0,0,0,0,0,0,0,0,M2 Minnesota State Univ - Moorhead
2,0,Zane Gilmour,0,0,0,0,0,0,0,0,M2 Minnesota State Univ - Moorhead
3,0,Michael Hajostek,0,0,0,0,0,0,0,0,M2 Minnesota State Univ - Moorhead
4,0,Luke Vonesh,0,0,0,0,0,0,0,0,M2 Minnesota State Univ - Moorhead
5,0,Cole Mahler,0,0,0,0,0,0,0,0,M2 Minnesota State Univ - Moorhead
6,0,Chris Ronning,0,0,0,0,0,0,0,0,M2 Minnesota State Univ - Moorhead
7,0,Jacob Stewart,0,0,0,0,0,0,0,0,M2 Minnesota State Univ - Moorhead
8,0,Conor Hedblom,0,0,0,0,0,0,0,0,M2 Minnesota State Univ - Moorhead
0,10,Derek Rasmussen,31,36,51,87,2,1,36,3,M2 North Dakota State
1,12,Ben Wahlin,31,21,55,76,1,0,20,2,M2 North Dakota State
2,2,Carter Vandeneinde,29,32,38,70,3,0,68,4,M2 North Dakota State
3,25,Gage Hanson,27,11,31,42,0,0,8,2,M2 North Dakota State
4,16,Brady Swanstrom,29,21,20,41,0,1,18,1,M2 North Dakota State
5,15,Branden Lee,28,17,15,32,0,0,44,0,M2 North Dakota State
6,9,Benjamin Bryant,27,10,21,31,1,0,30,0,M2 North Dakota State
7,18,Austin Schoenberg,29,10,17,27,0,0,16,0,M2 North Dakota State
8,20,Ryan Stalpes,31,1,18,19,0,0,34,0,M2 North Dakota State
9,24,Justin Zeich,29,6,9,15,0,0,24,1,M2 North Dakota State
10,7,Jack Stensgard,13,5,10,15,0,0,6,1,M2 North Dakota State
11,21,Adam Novack,8,5,7,12,0,0,6,0,M2 North Dakota State
12,5,Anthony Sigurdson,28,4,8,12,0,0,15,0,M2 North Dakota State
13,6,Carson Segal,23,1,11,12,0,0,71,0,M2 North Dakota State
14,3,Ryan Jordan,31,2,8,10,0,0,48,0,M2 North Dakota State
15,22,Reed Hedin,27,1,8,9,0,0,8,0,M2 North Dakota State
16,27,Dalton Hiemer,21,1,8,9,0,0,22,1,M2 North Dakota State
17,19,Addison Helgaas,21,4,4,8,0,0,27,0,M2 North Dakota State
18,17,Louis Gerzin,23,2,1,3,0,0,22,0,M2 North Dakota State
19,14,Maximilian Zborowski,22,0,2,2,0,0,10,0,M2 North Dakota State
20,30,Jordan Elliott,24,0,1,1,0,0,2,0,M2 North Dakota State
21,8,Riley Giauque,4,0,1,1,0,0,8,0,M2 North Dakota State
22,21,Devon Kelly,2,0,1,1,0,0,0,0,M2 North Dakota State
23,1,Ryan Bielenberg,8,0,0,0,0,0,0,0,M2 North Dakota State
24,0,Peter Griffin,2,0,0,0,0,0,0,0,M2 North Dakota State
25,0,Jackson Nesmoe,2,0,0,0,0,0,0,0,M2 North Dakota State
26,0,Evan Anderson,2,0,0,0,0,0,0,0,M2 North Dakota State
27,28,Erik Fitzgerald,2,0,0,0,0,0,0,0,M2 North Dakota State
0,8,Luke Rohrbacher,26,10,15,25,0,2,20,1,M2 Northern Michigan University
1,2,Bode Buseth,24,8,11,19,0,0,32,0,M2 Northern Michigan University
2,14,Eric Farley,24,9,8,17,0,0,4,0,M2 Northern Michigan University
3,26,Brian Mcclure,26,8,8,16,0,1,24,3,M2 Northern Michigan University
4,16,Justin Pantle,24,6,10,16,1,0,25,0,M2 Northern Michigan University
5,19,Jake Gatenby,13,6,2,8,0,0,14,0,M2 Northern Michigan University
6,11,Maksim Gruzdev,9,6,2,8,0,0,16,1,M2 Northern Michigan University
7,11,Anton Kidmark,8,5,3,8,0,1,10,1,M2 Northern Michigan University
8,91,Jacob Ratton,24,1,7,8,1,0,35,0,M2 Northern Michigan University
9,12,Sam Frishman,24,1,5,6,0,0,8,1,M2 Northern Michigan University
10,15,Nolan Kremer,23,1,5,6,0,0,37,0,M2 Northern Michigan University
11,18,James Corbett,22,1,4,5,0,0,34,0,M2 Northern Michigan University
12,5,Aidan Bohaczek,23,2,1,3,1,0,14,2,M2 Northern Michigan University
13,9,Max Koch,23,0,3,3,0,0,10,0,M2 Northern Michigan University
14,21,Cade Fernstrum,16,2,0,2,0,0,10,0,M2 Northern Michigan University
15,88,Tyler Goodman,23,0,2,2,0,0,4,0,M2 Northern Michigan University
16,17,Drake Danzer,25,1,0,1,0,0,6,0,M2 Northern Michigan University
17,55,Dalton Zdebski,6,1,0,1,0,0,4,0,M2 Northern Michigan University
18,6,Seth Fichter,14,0,1,1,0,0,0,0,M2 Northern Michigan University
19,72,Jake Vandenberg,24,0,0,0,0,0,0,0,M2 Northern Michigan University
20,4,Blake Jackson,20,0,0,0,0,0,4,0,M2 Northern Michigan University
21,0,Chris Bryce,17,0,0,0,0,0,0,0,M2 Northern Michigan University
22,27,Eli Tomalka,6,0,0,0,0,0,8,0,M2 Northern Michigan University
0,7,Dan Oliszewicz,28,17,14,31,3,1,47,0,M2 Purdue Northwest
1,9,Alec Curry,24,11,17,28,0,0,12,0,M2 Purdue Northwest
2,80,Jeremy Lochow,28,13,11,24,0,0,22,2,M2 Purdue Northwest
3,72,Brandon Prodoehl,28,10,10,20,0,0,30,0,M2 Purdue Northwest
4,13,Cole Bocock,29,8,11,19,1,0,45,0,M2 Purdue Northwest
5,40,Jack Sarzynski,21,11,6,17,0,0,52,2,M2 Purdue Northwest
6,24,Drake Ott,28,4,10,14,2,0,49,0,M2 Purdue Northwest
7,18,Frankie Hornburg,22,6,5,11,1,0,18,0,M2 Purdue Northwest
8,52,Connor Hinterser,26,4,4,8,1,0,66,0,M2 Purdue Northwest
9,71,Jack Murphy,28,1,7,8,0,0,8,0,M2 Purdue Northwest
10,88,Michael Deady,28,1,7,8,0,0,8,0,M2 Purdue Northwest
11,63,Xavier Schell,29,2,5,7,0,0,23,0,M2 Purdue Northwest
12,14,Nicholas Anthony,25,2,4,6,0,0,22,0,M2 Purdue Northwest
13,29,James Bugajski,28,1,4,5,0,0,14,0,M2 Purdue Northwest
14,10,Brandon Fisher,11,1,4,5,0,0,14,0,M2 Purdue Northwest
15,12,Ethan Bukowski,24,3,1,4,0,0,0,0,M2 Purdue Northwest
16,19,Hunter Jones,19,2,2,4,0,0,33,0,M2 Purdue Northwest
17,21,Brandon Hurtt,6,0,4,4,0,0,0,0,M2 Purdue Northwest
18,33,Kyle Fritz,27,0,0,0,0,0,0,0,M2 Purdue Northwest
19,20,Zander Zafiro,6,0,0,0,0,0,5,0,M2 Purdue Northwest
0,16,Anthony Trankina,27,11,20,31,2,0,6,1,M2 Robert Morris University
1,9,Elliot Fafinski,25,15,15,30,4,2,4,4,M2 Robert Morris University
2,8,Kyle Werniak,27,10,7,17,2,0,66,0,M2 Robert Morris University
3,19,Jack Bieniek,27,8,8,16,1,1,32,1,M2 Robert Morris University
4,20,Jeremey Quast,27,5,10,15,0,1,25,0,M2 Robert Morris University
5,5,Collin Davis,27,6,5,11,1,0,35,0,M2 Robert Morris University
6,7,Anthony Bavaro,23,5,6,11,1,0,8,0,M2 Robert Morris University
7,13,Motohiro Hobara,26,3,5,8,0,0,24,0,M2 Robert Morris University
8,18,Mitch Bayers,27,4,3,7,0,0,6,0,M2 Robert Morris University
9,15,Nicholas Lupacchino,27,3,4,7,1,0,42,0,M2 Robert Morris University
10,24,Connor Wiegel,25,4,2,6,1,0,24,1,M2 Robert Morris University
11,14,Rocco Garnello,11,2,3,5,0,0,29,0,M2 Robert Morris University
12,4,Robert Harrison,26,1,3,4,0,0,50,0,M2 Robert Morris University
13,21,Stanislaw Karpiesiuk,14,0,3,3,0,0,18,0,M2 Robert Morris University
14,2,Kyle Gardner,24,0,2,2,0,0,13,0,M2 Robert Morris University
15,25,Matt Greco,6,1,0,1,1,0,12,0,M2 Robert Morris University
16,23,James Michaels,15,0,1,1,0,0,2,0,M2 Robert Morris University
17,22,Zack Meier,12,0,1,1,0,0,0,0,M2 Robert Morris University
18,30,Michael Newberger,22,0,0,0,0,0,2,0,M2 Robert Morris University
19,1,William Owensby,5,0,0,0,0,0,0,0,M2 Robert Morris University
20,33,Kurt Wegner,5,0,0,0,0,0,0,0,M2 Robert Morris University
21,35,Zack Meier,2,0,0,0,0,0,0,0,M2 Robert Morris University
22,33,Michael Pasterz,1,0,0,0,0,0,0,0,M2 Robert Morris University
23,0,Elliot Fafinski,0,0,0,0,0,0,0,0,M2 Robert Morris University
0,15,Riley Dixon,22,25,11,36,2,1,12,1,M2 Saint Cloud State University
1,18,Alec Will,18,18,15,33,4,1,16,2,M2 Saint Cloud State University
2,16,Sam Libke,20,9,23,32,0,0,10,0,M2 Saint Cloud State University
3,9,Michael Behl,16,4,12,16,2,0,8,0,M2 Saint Cloud State University
4,11,Luke Zelenak,16,4,10,14,1,0,28,0,M2 Saint Cloud State University
5,8,Jake Pirkl,19,4,9,13,0,0,2,0,M2 Saint Cloud State University
6,24,Colin Steinberg,22,1,9,10,0,0,27,0,M2 Saint Cloud State University
7,5,Aaron Nussbaum,21,0,8,8,0,0,34,0,M2 Saint Cloud State University
8,28,Cullen Guzzo,12,4,1,5,1,0,2,0,M2 Saint Cloud State University
9,17,Cole Rau,16,2,3,5,1,1,32,1,M2 Saint Cloud State University
10,6,Garek Yamamoto,21,0,4,4,0,0,2,0,M2 Saint Cloud State University
11,7,John Lynn,16,1,1,2,0,0,28,0,M2 Saint Cloud State University
12,27,Joseph Melser,20,0,2,2,0,0,10,0,M2 Saint Cloud State University
13,21,Ethan Motquin,21,0,1,1,0,0,28,0,M2 Saint Cloud State University
14,32,Eric Schmidley,17,0,1,1,0,0,2,0,M2 Saint Cloud State University
15,14,Mitchell Gabel,14,0,1,1,0,0,8,0,M2 Saint Cloud State University
16,1,Justin Hagstrom,7,0,0,0,0,0,0,0,M2 Saint Cloud State University
17,23,Justin Hagstrom,2,0,0,0,0,0,4,0,M2 Saint Cloud State University
0,7,Peter Lenz,14,11,7,18,3,0,12,0,M2 Saint Johns University
1,6,Max Helgestad,14,5,10,15,0,0,8,0,M2 Saint Johns University
2,11,Davis Carlson,15,6,7,13,0,1,0,0,M2 Saint Johns University
3,23,Dylan Dubuque,13,6,5,11,0,1,8,2,M2 Saint Johns University
4,17,Dylan Carr,12,4,7,11,0,1,8,0,M2 Saint Johns University
5,10,Logan Woods,14,3,8,11,1,0,2,0,M2 Saint Johns University
6,8,Trevor Vossen,14,7,3,10,0,0,8,0,M2 Saint Johns University
7,20,Ryan Hall,11,3,7,10,1,0,4,0,M2 Saint Johns University
8,21,Wyatt Packer,15,4,5,9,1,0,28,0,M2 Saint Johns University
9,19,Sam Hanson,10,4,5,9,1,0,16,0,M2 Saint Johns University
10,18,Evan Proudfit,14,3,6,9,1,0,14,0,M2 Saint Johns University
11,14,Alex Wells,10,3,4,7,0,0,0,0,M2 Saint Johns University
12,13,Ray Harren,15,2,4,6,0,0,8,0,M2 Saint Johns University
13,2,Evan Atkins,13,0,6,6,0,0,2,0,M2 Saint Johns University
14,3,Ethan Quick,11,4,1,5,0,0,2,2,M2 Saint Johns University
15,16,Cole Ashley Grochowski,13,2,2,4,0,0,2,1,M2 Saint Johns University
16,12,Schuyler Hedican,9,2,2,4,0,0,2,0,M2 Saint Johns University
17,9,Jack Kelley,10,1,3,4,0,0,4,0,M2 Saint Johns University
18,4,Jack Odegard,12,1,2,3,0,0,2,0,M2 Saint Johns University
19,22,Samuel Karr,2,1,2,3,0,0,0,1,M2 Saint Johns University
20,15,Ryan Copeland,7,1,1,2,0,0,0,0,M2 Saint Johns University
21,23,Sawyer Schugel,2,1,0,1,0,0,0,0,M2 Saint Johns University
22,5,Jared Lee,15,0,1,1,0,0,4,0,M2 Saint Johns University
23,22,Caleb Bialke,4,0,1,1,0,0,2,0,M2 Saint Johns University
24,39,Tyler Jensen,9,0,0,0,0,0,0,0,M2 Saint Johns University
25,1,Nathaniel Gfroerer,4,0,0,0,0,0,0,0,M2 Saint Johns University
26,0,Peter Janssen,3,0,0,0,0,0,0,0,M2 Saint Johns University
27,14,Peter Harrington,3,0,0,0,0,0,0,0,M2 Saint Johns University
0,9,Nick Corker,25,10,15,25,3,0,26,1,M2 Saint Louis University
1,10,Patrick Pence,26,11,13,24,3,1,12,1,M2 Saint Louis University
2,14,Luke Fairchild,25,12,10,22,1,3,18,1,M2 Saint Louis University
3,2,Patrick Waterman,24,8,6,14,3,0,10,1,M2 Saint Louis University
4,17,Jeffrey Au,26,6,7,13,1,0,38,0,M2 Saint Louis University
5,12,Dylan Kelly,26,2,11,13,1,1,30,1,M2 Saint Louis University
6,20,Bradley Terjelian,26,7,5,12,1,0,8,2,M2 Saint Louis University
7,21,Arthur Sosin,26,6,3,9,0,0,8,2,M2 Saint Louis University
8,18,Liam Knobbe,24,6,3,9,1,1,44,0,M2 Saint Louis University
9,22,Max Fadell,21,4,4,8,2,0,28,0,M2 Saint Louis University
10,24,Charlie West,25,2,6,8,0,0,45,0,M2 Saint Louis University
11,19,Alec Derks,16,2,5,7,2,0,35,0,M2 Saint Louis University
12,7,Jackson Jones,26,2,3,5,0,0,16,1,M2 Saint Louis University
13,4,Tarek Baig,26,2,1,3,0,0,12,0,M2 Saint Louis University
14,6,Joey Callahan,24,1,1,2,0,0,6,0,M2 Saint Louis University
15,28,Nick Krivokuca,21,1,0,1,0,1,67,0,M2 Saint Louis University
16,11,Andrew Ruesch,22,0,1,1,0,0,2,0,M2 Saint Louis University
17,30,Cole Kaestner,21,0,1,1,0,0,16,0,M2 Saint Louis University
18,5,Will Jackson,24,0,0,0,0,0,6,0,M2 Saint Louis University
19,31,Jordon Douglas,7,0,0,0,0,0,0,0,M2 Saint Louis University
