,Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team,img,imgx
177,14,24,Dace Potas,17,5,1,6,0,0,4,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
178,15,21,Christopher Tran,25,2,4,6,0,0,6,1,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
179,16,9,Brandon Guzzi,16,1,3,4,0,0,0,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
180,17,76,Eric Koetting,23,1,2,3,0,0,14,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
181,18,23,Jalen Raya,24,1,1,2,0,0,20,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
182,19,71,Konrad Wujkowski,16,1,1,2,0,0,10,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
183,20,2,Bennett Kinkade,18,0,2,2,0,0,28,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
184,21,65,James Panos,16,1,0,1,0,0,16,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
185,22,72,Nicholas Powers,18,0,1,1,0,0,2,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
186,23,42,Alexander Grzbek,15,0,1,1,0,0,0,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
187,24,33,Rodolfo Hodgson Jr,11,0,1,1,0,0,0,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
188,25,66,Alexander Dudley,13,0,0,0,0,0,2,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
189,26,83,Brendan Hessman,9,0,0,0,0,0,0,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
190,27,41,Asher Motew,7,0,0,0,0,0,0,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
191,28,16,Tiger Weber,2,0,0,0,0,0,18,0,M2 DePaul University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725013.png
192,0,19,Brendan Callow,10,7,8,15,1,0,26,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
193,1,28,Hunter Krause,10,5,6,11,3,0,15,1,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
194,2,9,Anders Saarela,10,4,5,9,1,0,30,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
195,3,12,Nick Davidson,6,4,5,9,2,0,2,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
196,4,23,Ethan St. Germain,10,5,3,8,1,0,0,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
197,5,11,Ethan Pfeiffer,10,3,5,8,0,0,8,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
198,6,0,Kenny Kujawa,6,2,6,8,0,0,2,1,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
199,7,10,Micheal Stuber,10,0,5,5,0,0,12,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
200,8,0,Connor Bates,8,2,1,3,0,0,4,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
201,9,3,Joe Illig,10,1,1,2,0,0,4,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
202,10,20,Charles Macdonald,8,1,1,2,0,0,5,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
203,11,22,Tyler Turcotte,8,0,2,2,0,0,8,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
204,12,30,Noah Raisanan,10,0,0,0,0,0,4,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
205,13,13,Charles Dantes,5,0,0,0,0,0,2,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
206,14,16,Nikolas Oxley,2,0,0,0,0,0,0,0,M2 Finlandia University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725423.gif
207,0,12,Gage Thrall,32,22,18,40,6,2,10,4,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
208,1,91,Zach Borchardt,33,14,24,38,5,1,14,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
209,2,26,Shane Haggerty,33,10,24,34,2,0,14,1,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
210,3,18,Zack Kippe,30,15,10,25,5,0,10,2,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
211,4,19,Tyler Slabaugh,33,7,17,24,2,0,92,1,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
212,5,21,Adam Hillebrand,20,8,9,17,4,1,13,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
213,6,43,Derek Becker,31,5,12,17,0,0,46,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
214,7,17,Andrew Dundas,31,2,12,14,1,0,76,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
215,8,77,Howard Rose,33,6,6,12,4,0,46,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
216,9,71,Jay Dziegelewski,12,3,7,10,1,0,25,1,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
217,10,96,Evan Chomchai,25,3,5,8,0,0,2,1,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
218,11,20,Anders Staky,18,5,2,7,1,0,4,1,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
219,12,5,Allen Hughson,26,3,4,7,2,0,14,2,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
220,13,67,Trevor Zenas,10,2,5,7,0,0,6,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
221,14,10,Christopher Uturo,33,4,2,6,0,0,38,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
222,15,83,Barrett Bishop,9,1,3,4,1,0,8,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
223,16,63,Austin Hickner,10,0,3,3,0,0,40,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
224,17,23,Tyler Hofmann,23,2,0,2,0,0,6,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
225,18,2,Ryan Chomchai,25,1,1,2,0,0,4,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
226,19,74,Nicholas Bumbalough,15,1,1,2,0,0,0,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
227,20,59,Nathan Grewe,23,0,2,2,0,0,16,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
228,21,13,CJ Sorenson,22,0,2,2,0,0,4,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
229,22,25,Garret Bates,22,1,0,1,0,0,14,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
230,23,79,Cam Beckwith,20,0,1,1,0,0,6,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
231,24,93,David Johansson,18,0,1,1,0,0,2,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
232,25,35,Cody Denison,16,0,1,1,0,0,15,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
233,26,8,Ryan Lindsey,9,0,1,1,0,0,0,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
234,27,9,Zach Vansolkema,23,0,0,0,0,0,2,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
235,28,24,Brendan Ogle,3,0,0,0,0,0,0,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
236,29,30,Brendan Price,1,0,0,0,0,0,0,0,M2 Grand Valley State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724349.png
237,0,17,Mitch Munson,23,17,19,36,0,0,6,2,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
238,1,7,Matthew Triemert,23,16,18,34,1,0,23,2,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
239,2,14,Wilson Anderle,23,12,15,27,2,0,8,1,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
240,3,5,Cullen Osen,15,13,9,22,2,0,2,2,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
241,4,3,Riley Bowman,11,9,8,17,0,0,6,2,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
242,5,25,Russell Barone,11,9,6,15,0,0,4,1,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
243,6,16,Jack Mapstone,23,5,8,13,1,0,27,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
244,7,10,Connor Brass,21,2,10,12,0,0,4,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
245,8,11,Alexander Miller,15,3,7,10,0,0,4,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
246,9,20,Lucas Rekstad,22,3,5,8,0,0,14,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
247,10,4,Wes Morales,21,3,4,7,0,0,6,2,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
248,11,21,Josh Duenas,23,1,4,5,0,0,2,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
249,12,24,Austin Henry,23,4,0,4,0,0,0,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
250,13,12,Jacob Brandt,23,0,4,4,0,0,8,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
251,14,27,Tristan Carivau,16,2,1,3,0,0,4,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
252,15,2,Matthew Keeley,18,1,2,3,0,0,4,1,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
253,16,22,Brad Vantatenhove,12,2,0,2,0,0,4,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
254,17,18,Reid Johnson,21,0,2,2,0,0,0,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
255,18,19,Leo Spry,12,0,2,2,0,0,8,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
256,19,9,Blake Power,13,0,0,0,0,0,2,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
257,20,30,Stephen Frank,12,0,0,0,0,0,0,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
258,21,35,Kyle Mugica,9,0,0,0,0,0,0,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
259,22,28,Jack Killian,1,0,0,0,0,0,0,0,M2 Gustavus Adolphus College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team722076.gif
260,0,91,Michael Mcellin,23,14,20,34,2,0,2,4,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
261,1,33,Niko Castino,21,18,14,32,5,0,26,2,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
262,2,65,Anthony Carcerano,20,9,16,25,0,0,8,2,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
263,3,5,Sam Braun,21,8,11,19,1,0,20,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
264,4,70,Josh Gilbert,24,5,13,18,2,0,18,2,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
265,5,25,Trevor Behrendt,22,9,8,17,3,0,52,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
266,6,9,Conor Tully,19,5,10,15,0,0,8,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
267,7,60,Logan Oliver,21,6,8,14,2,0,12,1,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
268,8,38,Oliver Grigg,22,8,5,13,0,0,8,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
269,9,87,Wil Kelly,25,1,11,12,1,0,18,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
270,10,19,David Flynn,24,3,6,9,1,0,11,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
271,11,8,Will Whalen,22,2,7,9,1,0,18,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
272,12,27,Dan Quagliata,21,5,3,8,0,1,2,2,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
273,13,32,Shane Ronan,23,4,4,8,0,0,16,1,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
274,14,20,Trevor Hitzler,20,1,7,8,0,0,10,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
275,15,55,Nathan Radtke,23,4,2,6,2,0,62,1,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
276,16,0,Matthew Logan,20,4,0,4,0,0,18,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
277,17,24,Trevor Suhr,10,2,2,4,1,0,2,2,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
278,18,93,Cameron Huey,17,1,3,4,0,0,2,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
279,19,16,Dylan Lowther,22,1,2,3,0,0,4,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
280,20,35,Andrew Meyer,18,1,0,1,0,0,0,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
281,21,40,Jack Parker,20,0,1,1,0,0,11,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
282,22,2,Aj Saputa,19,0,1,1,0,0,0,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
283,23,50,Jared Shadle,11,0,0,0,0,0,2,0,M2 Illinois State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508824.gif
284,0,37,Cooper Bailey,23,6,7,13,0,0,14,0,M2 Iowa State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508836.gif
285,1,52,Tate Hentz,26,4,9,13,0,1,10,2,M2 Iowa State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508836.gif
286,2,49,Austin Sympson,23,2,7,9,0,0,23,2,M2 Iowa State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508836.gif
287,3,53,Hunter Schultz,25,5,3,8,0,0,14,0,M2 Iowa State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508836.gif
288,4,55,Chris Friemel,25,5,3,8,1,0,2,1,M2 Iowa State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508836.gif
289,5,46,Bryce Kessel,20,5,3,8,1,0,16,0,M2 Iowa State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team508836.gif
